IMPACT_CATEGORY_ID,IMPACT_METHOD_ID,IMPACT_CATEGORY_NAME,IMPACT_CATEGORY_NAME_IN_METHOD
9405d635-e30d-4954-bd75-921a22ec39ec,4d49bc9f-dfbf-4c8d-9a98-f9bf7c6e8114,climate change no LT,
215987ad-b31b-4f63-a293-952b15231453,1a570833-0403-4be3-9a8c-106a06786830,climate change: total (incl. biogenic CO2),climate change
400f5843-4d5a-4c12-ab81-7624b6525fce,e57693cf-ed07-416c-8831-58f044f1bd76,climate change: direct land use change (incl. SLCFs) no LT,climate change
d9e5ca4b-6cf1-4d84-a271-783ab969a9b8,25583383-5a50-4fbf-9850-c9f2d57607b5,emissions to air,
0f6107eb-e8ec-40b4-a380-69b935e889ba,25583383-5a50-4fbf-9850-c9f2d57607b5,waste disposal,
cfc73c6b-8d77-4442-85e0-865f72dcbf05,87a57579-d6c4-477c-a327-f863804a15aa,natural resources,Resources
fb55bc3b-a5c8-4790-838f-0db2c3d95bc3,87a57579-d6c4-477c-a327-f863804a15aa,natural resources,Resources
791d5d95-6cc6-4f9e-a802-5e2bf50479c0,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,human health,Human health
b48b8962-9d3b-40d5-9943-d5a146c5e996,e1ba87fc-66bd-4be7-8b09-e4d14da279be,ecosystem quality no LT,
76e498dd-20ea-4b9f-b9d5-c3829092fa02,4d9ac60a-73ab-40cf-bc71-d967ef59865e,ecosystem quality,Freshwater ecosystems
a4d54055-4ea7-4a29-b714-2881849752ac,4d9ac60a-73ab-40cf-bc71-d967ef59865e,ecosystem quality,Marine ecosystems
9b8b8bd8-324b-4310-a5d4-d08e61d00cf3,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,ecosystem quality no LT,
29a1cda3-4ee1-4801-a944-5effcc12ddc6,81928238-d7ba-45fc-9f28-af354c2b7dd3,acidification: terrestrial no LT,
9904d29a-24e9-4e69-8a48-e2dcf4e95162,be309eb5-a03c-4546-9608-81b504e08735,"energy resources: non-renewable, fossil",Fossil resource scarcity
96501ed2-860f-4508-b030-1ecbd285e1fb,4c67589f-536d-484e-aa38-a2d5fe0e1e0d,human toxicity: non-carcinogenic no LT,Human non-cancer toxicity
61725b89-194c-4640-aa0f-30199a8bedc5,b19894fe-e19c-41ed-9819-6d0053d02b98,ionising radiation: human health,
0defc72d-13f4-4135-a2f9-0d7630bfa453,b5192a30-6786-4ef8-a955-e2645c3d5420,climate change: biogenic (EF v3.0 - IPCC 2013),
08390b12-2291-462f-a5f2-b2da1dbaf8dc,b5192a30-6786-4ef8-a955-e2645c3d5420,climate change: total (EF v3.0 - IPCC 2013),
43c0d56a-cde3-417a-9624-5f349f8dba1d,b5192a30-6786-4ef8-a955-e2645c3d5420,climate change: total (EF v3.1 - IPCC 2021),
1ac9fb82-be8f-4fc2-9574-e58e8bb7c43f,0634f451-e29f-4f37-96c1-803e3f9a5abd,components for re-use,
8b52effc-5809-4a96-a0eb-ce49da71f218,2866e7bc-b77a-4e03-bd91-811890e254c0,use of renewable primary energy excluding renewable primary energy resources used as raw materials,
302f0193-9b72-4728-9e10-426c00c417c3,cd086eff-2645-4f06-b500-dbfa1ae94285,hazardous waste disposed,
c33b622f-55b0-42c6-9735-9ff90110f965,4774e3fa-dbf0-4ba1-b15d-9ff90110f950,"energy resources: non-renewable, nuclear",
838ffcba-a1d8-42e6-8ca8-7b30141fb488,208ef1bf-6c80-401e-b773-54f0960c09d9,water use no LT,Water use
8ee47867-b529-49fd-b56d-47a66b6824e0,f1d1c1a0-8ecf-441c-8576-a18d463df41b,climate change: land use and land use change,Climate change-Land use and land use change
164b197f-5cae-4158-8259-23b4de188a18,78594638-6ea2-4bd2-b8ca-371494d952a7,climate change: land use and land use change no LT,Climate change-Land use and land use change
2efe0c5f-3a1d-4ef6-8913-1f709e2d2883,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,mineral resources,Mineral resources
ab2d664e-76dc-4e75-bac6-02eb66fc03d0,11e3b622-f745-4742-ad90-57c3efeef416,climate change,
ed89dc0b-6f62-42fa-8847-12d3e7d0c6af,167c6bac-650c-4413-adfe-9f93b2b22488,climate change: fossil,climate change
2ab6e29a-ebb0-4bf6-8ea6-000fc77780c1,08618be5-a881-4be2-8849-47eb6b2b35d4,climate change: biogenic (incl. CO2) no LT,climate change
e845d0c1-63dd-408a-a7a5-cd0bbc744c23,25583383-5a50-4fbf-9850-c9f2d57607b5,emissions to air,
cdfa8d22-5f81-46d0-95f5-b753dedb6ed8,25583383-5a50-4fbf-9850-c9f2d57607b5,resources,
22ed5829-bf73-497e-87c3-fa554f1eadf4,87a57579-d6c4-477c-a327-f863804a15aa,ecosystem quality,Freshwater ecosystems
db53042c-c2d9-4eb9-9eb9-56d79ac478bf,87a57579-d6c4-477c-a327-f863804a15aa,human health,Human health
5535955a-4e64-4593-b11a-ffba2a219eb4,b42b5d7d-371c-4c00-a601-cf9572670e00,human health no LT,
a23d6214-9bee-4fe6-ba1d-db779ff15ece,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,natural resources,Resources
46ac4e13-5b40-4ebc-a1a0-8a5568a07fad,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,total: human health,
0ea51891-512d-4c7e-aaec-8bf8e491a034,e1ba87fc-66bd-4be7-8b09-e4d14da279be,human health no LT,
ee635762-9802-49cc-888d-51c0797626a1,4d9ac60a-73ab-40cf-bc71-d967ef59865e,human health,Human health
bf681006-3156-4bde-b8ef-f61d2c49cd0f,4d9ac60a-73ab-40cf-bc71-d967ef59865e,human health,Human health
b92c5b3d-e2b3-4ef0-806e-1ef1e264bbf1,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,human health no LT,
fe52b706-a2b7-40ec-9fdb-c9190b0d3b12,3b556c4d-862e-4fef-b735-ce7bd31a0217,climate change,Climate change
9e2e940d-996f-482c-920d-b30b74808eb7,6e67b147-f0eb-48eb-bc09-0260d78a8f59,water use no LT,
846ae060-f025-4d97-b0d6-574248d99354,45ce7db6-4f98-48be-b7da-70fed54ab279,human health,Human health
80d26704-7eb8-41c7-af33-062375445c51,b19894fe-e19c-41ed-9819-6d0053d02b98,human toxicity: non-carcinogenic (EF v3.1),
2898a756-fb49-4234-aa35-3e385003769c,b5192a30-6786-4ef8-a955-e2645c3d5420,eutrophication: marine,
2d1395ba-8a45-438c-8f1d-6b41247c0890,b5192a30-6786-4ef8-a955-e2645c3d5420,photochemical oxidant formation: human health,
2866e7bc-b77a-4e03-bd91-811890e254c0,0634f451-e29f-4f37-96c1-803e3f9a5abd,exported energy,
684a5b83-fd8e-4570-8f6e-abade417ea9f,b19894fe-e19c-41ed-9819-6d0053d02b98,ecotoxicity: freshwater (EF v3.0),
8b213dd9-40cb-4a8f-8e55-4842788269bd,73998dad-83a3-4212-b61d-ec1a50ce5898,"energy resources: renewable, wind",
c5446b19-110a-443e-a874-07e8add2d30b,73998dad-83a3-4212-b61d-ec1a50ce5898,total,
1391ef13-0b6f-4561-9767-9ff90110f965,4774e3fa-dbf0-4ba1-b15d-9ff90110f950,"energy resources: non-renewable, fossil",
458600ff-62d0-42ab-af7f-31fbc2ca0a8e,1bdce405-4884-4dea-ba55-397eba6ed51e,"ecotoxicity: freshwater, organics","Ecotoxicity, freshwater_organics"
f157732a-b196-4191-9469-62ae8216ec2e,1bdce405-4884-4dea-ba55-397eba6ed51e,"human toxicity: non-carcinogenic, inorganics","Human toxicity, non-cancer_inorganics"
8ce2288e-b12e-4f0e-b9d1-b57f896629a6,208ef1bf-6c80-401e-b773-54f0960c09d9,ionising radiation: human health no LT,"Ionising radiation, human health"
81c742c3-6aa9-4862-8ac7-b68b16e02ff9,208ef1bf-6c80-401e-b773-54f0960c09d9,particulate matter formation no LT,EF-particulate Matter
855f2adc-d84b-4f6e-929d-edd7ea8d2af0,f1d1c1a0-8ecf-441c-8576-a18d463df41b,"ecotoxicity: freshwater, inorganics","Ecotoxicity, freshwater_inorganics"
27dc7e16-f06f-4a5b-9551-be6291d884a8,78594638-6ea2-4bd2-b8ca-371494d952a7,"ecotoxicity: freshwater, inorganics no LT","Ecotoxicity, freshwater_inorganics"
dd0c172c-cf8f-4ec7-936b-7ac6d9254dca,78594638-6ea2-4bd2-b8ca-371494d952a7,material resources: metals/minerals no LT,"Resource use, minerals and metals"
deda07e5-38ac-48b2-a932-9a200795255a,78594638-6ea2-4bd2-b8ca-371494d952a7,particulate matter formation no LT,EF-particulate Matter
46c65ed7-82a8-4993-b3ba-28e5efdcd4b8,ac3b6c62-8053-4725-9756-07064cfcc810,emissions to soil no LT,
05ee86c6-5223-4d21-926a-84d68ede7d45,f7ccc5f2-24df-4135-bab9-d6d0d7eff96f,energy resources no LT,Energy resources
6807a796-d898-43de-9a1f-16330ed2de75,f7ccc5f2-24df-4135-bab9-d6d0d7eff96f,waste disposal no LT,"Waste, non radioactive "
6110d7b5-adc8-48e6-8271-226105e48cb4,167c6bac-650c-4413-adfe-9f93b2b22488,climate change: aircraft emissions,climate change
0c301d2e-0f8d-4721-9a3e-7c7f7e5154b6,167c6bac-650c-4413-adfe-9f93b2b22488,"climate change: fossil (excl. biogenic CO2, incl. SLCFs)",climate change
166df213-48ad-455a-9845-fa684b13d65b,167c6bac-650c-4413-adfe-9f93b2b22488,"climate change: total (excl. biogenic CO2, incl. SLCFs)",climate change
70e55e34-175f-4e50-bf5b-0c97098aeff5,e57693cf-ed07-416c-8831-58f044f1bd76,climate change: removals from direct land use change no LT,climate change
0bce172e-2d97-480d-adf9-5fb5704b8724,e57693cf-ed07-416c-8831-58f044f1bd76,climate change: total (excl. biogenic CO2) no LT,climate change
4afb8739-54b0-42a7-bb30-c28024799b62,25583383-5a50-4fbf-9850-c9f2d57607b5,resources,
7148bce1-9dcc-4c1f-b5d7-edf33b8acca2,4d9ac60a-73ab-40cf-bc71-d967ef59865e,human health,Human health
31076afb-1772-4685-b8ba-5b41e387d5c8,4d9ac60a-73ab-40cf-bc71-d967ef59865e,human health,Human health
4fec9c4e-78ab-41e1-9e20-2e94a2c8b837,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,ecosystem quality no LT,
f0704e29-d1f6-46ae-889d-f717dd2ceac8,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,natural resources no LT,
7e33bb1f-69a2-4eb2-967e-f634768cbadc,6e67b147-f0eb-48eb-bc09-0260d78a8f59,acidification: terrestrial no LT,
c9365535-7d0e-4fdf-881e-dc9a3b9ed677,0310cf09-b06f-45ef-af69-b5a41880170d,water use,Water use
50ddc5d4-4731-44b1-b643-b8ca0ce01395,81928238-d7ba-45fc-9f28-af354c2b7dd3,human toxicity: non-carcinogenic no LT,
74a8f708-afc3-47e5-92d1-d3dd71e2ffab,be309eb5-a03c-4546-9608-81b504e08735,acidification: terrestrial,Terrestrial acidification
a5bb68a8-3cb3-4f2a-9bc3-f321b26bf63e,be309eb5-a03c-4546-9608-81b504e08735,photochemical oxidant formation: terrestrial ecosystems,Photochemical oxidant formation: terrestrial ecosystems
c8096a96-618d-4580-901c-859fd277a74b,1b75e464-5938-4fbb-abc6-c15790d99ea7,ecotoxicity: terrestrial no LT,
3b3a2e29-264e-435c-9ade-04ec48aec3a7,1b75e464-5938-4fbb-abc6-c15790d99ea7,"energy resources: non-renewable, fossil no LT",
02fc97e5-2bcf-471a-b397-6196293650c6,1b75e464-5938-4fbb-abc6-c15790d99ea7,water use no LT,
43c168eb-19c2-4174-bd7d-932106288922,7c75c405-5084-429a-9edf-3f1d1fefad82,climate change,Global Warming
12323275-9349-4178-bf82-b9eda9651685,35716c60-7337-4442-9f3a-42effd692b82,energy resources: non-renewable,abiotic depletion (fossil fuels)
0dbc07d9-e20c-48c3-bd4c-9ff90110f8d0,73998dad-83a3-4212-b61d-ec1a50ce5898,"energy resources: renewable, geothermal",
f93be32d-059b-4130-ab5d-2f5953927793,1bdce405-4884-4dea-ba55-397eba6ed51e,"human toxicity: non-carcinogenic, organics","Human toxicity, non-cancer_organics"
0d28f260-9ba8-4ae2-b79b-4a892c7008da,1bdce405-4884-4dea-ba55-397eba6ed51e,material resources: metals/minerals,"Resource use, minerals and metals"
5af3fa33-eaa9-4e9b-ba2e-e51b626a5e19,208ef1bf-6c80-401e-b773-54f0960c09d9,climate change: land use and land use change no LT,Climate change-Land use and land use change
8b134b57-0492-42ec-bd63-385254ce11a5,78594638-6ea2-4bd2-b8ca-371494d952a7,eutrophication: terrestrial no LT,"Eutrophication, terrestrial"
0c57bc08-b90c-4088-a4ce-9c2797377ad5,a0eb6ad1-a4aa-47aa-a80e-a94961846fc7,emissions to water,
979efa15-68e7-4698-8e31-1f1cab6ff9d4,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,emissions to soil,Heavy metals into soil
27a18900-1685-4a5d-b120-37ebb12554c0,f7ccc5f2-24df-4135-bab9-d6d0d7eff96f,land use no LT,Land use
22aa9d73-1eb8-41a7-b04f-0b8ab49a2de6,878dcbcd-0c37-4d68-9081-fc0c5a567217,ecosystem quality,Remaining Ecosystem quality damage
0eedc4e4-9f27-497d-8a5e-7cd1a3b6b401,25583383-5a50-4fbf-9850-c9f2d57607b5,waste disposal,
57ffdc3f-2396-4920-b43a-ea21a3085136,87a57579-d6c4-477c-a327-f863804a15aa,ecosystem quality,Marine ecosystems
9644015f-def7-4ba2-ab5b-5baf0f489bfd,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,ecosystem quality,Marine ecosystems
38464874-d4c1-401c-ad8c-5da1fdc7acec,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,human health,Human health
22a03073-6232-4d17-93ce-68320c169c91,e1ba87fc-66bd-4be7-8b09-e4d14da279be,ecosystem quality no LT,
6f8b967d-d79a-49c2-90af-d8a1e8831829,3b556c4d-862e-4fef-b735-ce7bd31a0217,eutrophication: marine,Marine eutrophication
2251170f-8291-45ab-b84d-b3f8c95f1903,6e67b147-f0eb-48eb-bc09-0260d78a8f59,particulate matter formation no LT,
253fc5fa-00c2-4aff-9c59-c02fd825f670,0310cf09-b06f-45ef-af69-b5a41880170d,photochemical oxidant formation: terrestrial ecosystems,Photochemical oxidant formation: terrestrial ecosystems
13b10f0e-838a-4e65-b044-dcb971be1f5b,1b75e464-5938-4fbb-abc6-c15790d99ea7,ozone depletion no LT,
4ebc6462-98b8-4188-8830-3bd28e0f9d42,4774e3fa-dbf0-4ba1-b15d-9ff90110f950,energy resources: non-renewable,
b211a563-5a51-440e-bf4d-f823bcf8fdf4,4774e3fa-dbf0-4ba1-b15d-9ff90110f950,"energy resources: renewable, solar",
dc81d7bd-5b97-4ee3-a775-6b7ae934693a,1bdce405-4884-4dea-ba55-397eba6ed51e,climate change: biogenic,Climate change-Biogenic
0a9cb9f1-4149-4899-ad09-2b71ba39b984,1bdce405-4884-4dea-ba55-397eba6ed51e,"human toxicity: carcinogenic, organics","Human toxicity, cancer_organics"
2dd6fc67-11a8-4289-b59f-d983df8a5e0b,208ef1bf-6c80-401e-b773-54f0960c09d9,human toxicity: non-carcinogenic no LT,"Human toxicity, non-cancer"
1a0b55c7-46dd-49c5-8495-b8be84b6298a,f1d1c1a0-8ecf-441c-8576-a18d463df41b,climate change,Climate change
6394b510-41b6-4a5b-89e4-207540f686e0,f1d1c1a0-8ecf-441c-8576-a18d463df41b,"ecotoxicity: freshwater, organics","Ecotoxicity, freshwater_organics"
1ccd0317-4e57-4be6-a60d-11dd078980ed,f1d1c1a0-8ecf-441c-8576-a18d463df41b,human toxicity: non-carcinogenic,"Human toxicity, non-cancer"
104a0be6-5593-4440-bce2-373267f3a7f1,878dcbcd-0c37-4d68-9081-fc0c5a567217,climate change,Carbon footprint
33881768-3188-4e83-bd4c-f70f2f914688,08618be5-a881-4be2-8849-47eb6b2b35d4,climate change: biogenic removals (incl. CO2) no LT,climate change
257d7fdb-e0fb-411e-8239-963294813bc5,e57693cf-ed07-416c-8831-58f044f1bd76,climate change: fossil no LT,climate change
277ebfba-c90e-4afc-82f4-c508e0952aff,25583383-5a50-4fbf-9850-c9f2d57607b5,emissions to air,
0a85bcc2-c9fe-4dc9-b12d-426850f533a6,25583383-5a50-4fbf-9850-c9f2d57607b5,waste disposal,
66fb4601-a77e-4585-99f5-6647a7e573fd,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,human health,Human health
fab1efbd-8f0c-49c2-a434-b4f6ad7ae427,4d9ac60a-73ab-40cf-bc71-d967ef59865e,ecosystem quality,Terrestrial ecosystems
1eb26d62-cb1f-4d76-8a90-c819855d4641,4d9ac60a-73ab-40cf-bc71-d967ef59865e,human health,Human health
8b530298-07d5-4792-a448-4e7a33a49842,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,ecosystem quality no LT,
c69bcf9c-cfdd-4e79-b815-24747880fe42,6e67b147-f0eb-48eb-bc09-0260d78a8f59,human toxicity: non-carcinogenic no LT,
bf2f425a-0208-4fed-ae53-82cbb0f8f711,6e67b147-f0eb-48eb-bc09-0260d78a8f59,material resources: metals/minerals no LT,
afa29733-9e9d-4c51-94c5-817b494a9793,0310cf09-b06f-45ef-af69-b5a41880170d,acidification: terrestrial,Terrestrial acidification
5a24f261-d2d2-40e9-b9c7-83398faeb082,0310cf09-b06f-45ef-af69-b5a41880170d,climate change,Climate change
30acb630-84fb-498f-af98-6550ab66b02a,0310cf09-b06f-45ef-af69-b5a41880170d,"energy resources: non-renewable, fossil",Fossil resource scarcity
5d35f6be-90d6-4058-b634-b969ae97a9c8,7c75c405-5084-429a-9edf-3f1d1fefad82,particulate matter formation,HH Particulate
13f652a6-6577-499b-ae33-47e271feeb9f,4c67589f-536d-484e-aa38-a2d5fe0e1e0d,human toxicity: carcinogenic no LT,Human cancer toxicity
5eadee7b-5e9b-47ed-add8-4dc0adcf59f5,b19894fe-e19c-41ed-9819-6d0053d02b98,particulate matter formation,
7745ca65-3d90-4213-91cc-7a64f2a49071,1bdce405-4884-4dea-ba55-397eba6ed51e,eutrophication: freshwater,"Eutrophication, freshwater"
f54bbc69-fb22-45c5-be80-9a2a1c60f804,1bdce405-4884-4dea-ba55-397eba6ed51e,eutrophication: marine,Eutrophication marine
4aa812a3-82eb-4b60-b64e-cf9bfb9b5245,1bdce405-4884-4dea-ba55-397eba6ed51e,human toxicity: non-carcinogenic,"Human toxicity, non-cancer"
5013b639-ba4d-4fa1-b73b-b41c5625dd70,208ef1bf-6c80-401e-b773-54f0960c09d9,ecotoxicity: freshwater no LT,"Ecotoxicity, freshwater"
92f3265b-a003-4827-a6e3-2621c9744ef8,208ef1bf-6c80-401e-b773-54f0960c09d9,eutrophication: terrestrial no LT,"Eutrophication, terrestrial"
89bc42ea-f804-48fc-8665-6a41af022ca2,f1d1c1a0-8ecf-441c-8576-a18d463df41b,"human toxicity: carcinogenic, organics","Human toxicity, cancer_organics"
2b155130-46a0-4346-9308-9f3f2c0fe56e,78594638-6ea2-4bd2-b8ca-371494d952a7,ecotoxicity: freshwater no LT,"Ecotoxicity, freshwater"
98c90af1-6663-4df9-b7f6-d63db306c5b7,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,emissions to water,Heavy metals into water
a7fa94a9-64ee-4a1b-a4a4-0b0b38505b69,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,energy resources,Energy resources
0546e6b5-c418-474d-9644-ff98d46e71f8,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,waste disposal,Radioactive waste to deposit
4cda1dcd-b063-4ca4-944c-9210c8e69c81,f7ccc5f2-24df-4135-bab9-d6d0d7eff96f,emissions to water no LT,POP into water
09df89ce-fa4d-4a89-85d2-c4df4e5cba07,f7ccc5f2-24df-4135-bab9-d6d0d7eff96f,mineral resources no LT,Mineral resources
650eccb8-a48c-42eb-b367-3c8d89a009b5,1a570833-0403-4be3-9a8c-106a06786830,"climate change: total (incl. biogenic CO2, incl. SLCFs)",climate change
e3d8026d-e45f-430e-b39d-52eb8f35d007,25583383-5a50-4fbf-9850-c9f2d57607b5,resources,
d4480a8a-88eb-4917-8db0-9bec98eb9faa,b42b5d7d-371c-4c00-a601-cf9572670e00,human health no LT,
8ff6f7c6-804a-4875-ab2c-ae8294f4116a,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,human health,Human health
9b6b2169-f603-445a-b34c-96e6499f4290,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,natural resources,Resources
264a1ab3-bb77-49dd-ab8c-597d8cb623ac,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,ecosystem quality no LT,
508e8cb2-33cc-45b0-9a49-f391e36c57ea,0310cf09-b06f-45ef-af69-b5a41880170d,ecotoxicity: freshwater,Freshwater ecotoxicity
3aeaa46d-9ffb-483f-96b7-bda9822f738b,81928238-d7ba-45fc-9f28-af354c2b7dd3,ecotoxicity: marine no LT,
4dd67bb5-af6b-4d76-90c0-f5eb33170d7c,1b75e464-5938-4fbb-abc6-c15790d99ea7,land use no LT,
b4083b16-a2e0-44a4-a2a6-50007c665dc6,7c75c405-5084-429a-9edf-3f1d1fefad82,human toxicity: carcinogenic,"Human health, cancer "
0b07bdb9-b3a0-4a42-9def-76120649b550,7c75c405-5084-429a-9edf-3f1d1fefad82,human toxicity: non-carcinogenic,"Human health, non-cancer "
2746e49f-aed1-4436-b9b0-5b1c7d4704d3,45ce7db6-4f98-48be-b7da-70fed54ab279,human health,Human health
33d25f74-e61a-4468-92d8-7d132fefd99a,b5192a30-6786-4ef8-a955-e2645c3d5420,energy resources: non-renewable,
11a8e842-0e01-43d0-bd34-7390ddca2953,9f706f7a-3b76-47f8-ad14-c97d61c06e63,photochemical oxidant formation no LT,photochemical oxidation (high NOx)
c510585f-f6fe-4c05-ab71-86163c497306,1bdce405-4884-4dea-ba55-397eba6ed51e,particulate matter formation,EF-particulate Matter
a45678a6-2c5f-4c9d-b233-70e10ae866e6,208ef1bf-6c80-401e-b773-54f0960c09d9,"ecotoxicity: freshwater, metals no LT","Ecotoxicity, freshwater_metals"
74ca3998-8cb6-4d57-874f-0f9a11e4b5e4,a0eb6ad1-a4aa-47aa-a80e-a94961846fc7,total,monetary impact
91bdafc8-3e62-441f-aafe-55b2751af0c0,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,emissions to water,Radioactive substances into water
fd009f23-9726-413b-a5b9-92adedc73dab,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,total,
2ddef2ee-e80e-48e5-b65f-c06c3ced6474,1a570833-0403-4be3-9a8c-106a06786830,climate change: biogenic (incl. CO2),climate change
53cbcde5-c7f1-4b80-805f-f6a5d35d57ee,1a570833-0403-4be3-9a8c-106a06786830,climate change: biogenic removals (incl. CO2),climate change
73c60882-a985-4f2e-a747-9d27d74af228,b42b5d7d-371c-4c00-a601-cf9572670e00,ecosystem quality no LT,
3073b976-abd8-4a06-8bcd-fb5306ee4c49,b42b5d7d-371c-4c00-a601-cf9572670e00,total: natural resources no LT,
0928d431-9f8d-4aa5-9599-f890acb7b1d7,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,ecosystem quality,Terrestrial ecosystems
fe4b3dbd-9446-4981-a780-356fa6b1a3d8,e1ba87fc-66bd-4be7-8b09-e4d14da279be,natural resources no LT,
196d060e-51d3-4482-923c-2b1a44c467d4,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,human health no LT,
bf3d8ecc-2fb7-4f7c-8b4b-22a9ea75f9e9,0310cf09-b06f-45ef-af69-b5a41880170d,photochemical oxidant formation: human health,Photochemical oxidant formation: human health
954fe4b4-4376-4bd5-95cd-1e72b92d3d9e,1b75e464-5938-4fbb-abc6-c15790d99ea7,human toxicity: carcinogenic no LT,
358461db-d291-4579-a95a-5573ed7ceaf6,1b75e464-5938-4fbb-abc6-c15790d99ea7,human toxicity: non-carcinogenic no LT,
bf2df6f6-dba4-4df8-a322-c2ad7022136b,7c75c405-5084-429a-9edf-3f1d1fefad82,eutrophication,Eutrophication
99e4eaba-880f-4786-a008-f1e236eff5cf,ebc9c6e7-cb4d-4531-bfeb-284a9696c3e1,human health no LT,Human health
b9367e53-f8c6-4881-a701-57dc7e4609d4,abe1bab4-939a-41ea-bf79-6db62d2c8a93,human toxicity: carcinogenic,Human cancer toxicity
3471cfbd-d223-4396-b1b9-49d535ae3e05,2866e7bc-b77a-4e03-bd91-811890e254c0,use of non-renewable primary energy excluding non-renewable primary energy resources used as raw materials,
98970ee3-faba-4f3f-9c6f-1958b9a7aec3,cd086eff-2645-4f06-b500-dbfa1ae94285,high-level radioactive waste disposed,
37d1073d-5724-45cc-a56a-b6a22c710acc,35716c60-7337-4442-9f3a-42effd692b82,human toxicity,human toxicity (HTP inf)
57c3539f-cf80-4399-a0e9-fbe81aef2bad,73998dad-83a3-4212-b61d-ec1a50ce5898,"energy resources: non-renewable, nuclear",
a2af24dc-e152-4865-99c4-e7c677bbff9c,1bdce405-4884-4dea-ba55-397eba6ed51e,"human toxicity: carcinogenic, inorganics","Human toxicity, cancer_inorganics"
5806d9da-b572-4ca0-88f5-aebbf9a0cac2,78594638-6ea2-4bd2-b8ca-371494d952a7,"human toxicity: non-carcinogenic, inorganics no LT","Human toxicity, non-cancer_inorganics"
ad4f0abd-bf73-4280-83f3-9ff901111711,1dc61e56-76cb-474b-91b5-9ff9011116ff,CO2,
f502811d-e623-4e5e-a9bc-9ff90111170a,1dc61e56-76cb-474b-91b5-9ff9011116ff,total,
ca310eb0-5111-44a1-a1e2-16247ba24faf,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,climate change,Global warming
c40c21e1-69b4-456c-9fed-625bf01519b3,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,emissions to air,Main air pollutants and PM
51f1b5a1-8a5f-4b24-95c0-7b7597fc8199,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,emissions to air,Carcinogenic substances into air
a1782d8d-7550-4f34-ab62-78dfdb901ee9,878dcbcd-0c37-4d68-9081-fc0c5a567217,water use,Water scarcity footprint
99ea213e-8b8a-48fa-afeb-0f59192be995,4d49bc9f-dfbf-4c8d-9a98-f9bf7c6e8114,climate change no LT,
535a01cf-fc62-468f-b628-9a069c62b21a,e57693cf-ed07-416c-8831-58f044f1bd76,climate change: total (excl. biogenic CO2) no LT,climate change
43279fe1-473d-4055-9a19-d6066d18b8ca,25583383-5a50-4fbf-9850-c9f2d57607b5,emissions to air,
a03ee70f-6a3c-4a1e-83dc-12b6a04c0a97,25583383-5a50-4fbf-9850-c9f2d57607b5,emissions to air,
9a628e5a-e1fe-47e0-8178-520b0037f3b7,25583383-5a50-4fbf-9850-c9f2d57607b5,resources,
00928647-86fc-4f65-902b-8b89b050c20c,87a57579-d6c4-477c-a327-f863804a15aa,total: ecosystem quality,
0612b094-7e94-456b-9f7e-e3ec976bb231,87a57579-d6c4-477c-a327-f863804a15aa,total: natural resources,
cc852b06-54a3-4755-9544-cc7d5d1a0fbc,b42b5d7d-371c-4c00-a601-cf9572670e00,ecosystem quality no LT,
a3c4f620-7b50-4cec-a7d2-9e8be8e02f04,b42b5d7d-371c-4c00-a601-cf9572670e00,ecosystem quality no LT,
ba69e71b-d317-427b-a2a7-ea4dcce67a15,b42b5d7d-371c-4c00-a601-cf9572670e00,human health no LT,
414b6dbf-a512-406c-b512-30a0795ef567,b42b5d7d-371c-4c00-a601-cf9572670e00,human health no LT,
545526cf-aa0e-4ac9-871e-ecb903a8d2c9,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,total: natural resources,
c01cfc2d-7a4c-41bc-a041-316c703ae1cc,4d9ac60a-73ab-40cf-bc71-d967ef59865e,ecosystem quality,Marine ecosystems
75c34ac1-52f7-4555-ad0e-e25e934a4b9d,4d9ac60a-73ab-40cf-bc71-d967ef59865e,total: human health,
